"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"RGT","Royce Global Value Trust, Inc.","Financial","Asset Management",91.80,,7.26%,,,5.60,19.11%,0.26%,18.71%,,,,-1.94%,4.13%,3.41%,11.72%,28.17%,22.68%,,1.46%,1.76%,3.42%,9.10%,-3.02%,29.67%,59.83,,16.39,-0.36%,1613,
"RH","RH","Consumer Cyclical","Specialty Retail",13901.30,37.67,,35.80%,6.20%,21.17,0.80%,0.00%,94.70%,-0.10%,12.54%,20.80%,-1.32%,-1.48%,-5.63%,3.37%,59.11%,45.09%,2.30,2.87%,-1.85%,-2.59%,2.99%,-12.80%,64.64%,46.24,2.10,649.29,2.14%,319161,768.64
"RHE","Regional Health Properties, Inc.","Healthcare","Medical Care Facilities",12.85,,,17.10%,-0.90%,1.70,5.10%,-13.49%,7.00%,-1.60%,3.06%,9.30%,-1.35%,-3.05%,17.36%,-41.88%,396.60%,103.91%,0.10,8.07%,2.75%,-6.33%,-15.02%,-73.67%,421.43%,49.77,,7.30,0.14%,61988,
"RHI","Robert Half International Inc.","Industrials","Staffing & Employment Services",13054.81,24.88,1.30%,0.10%,0.10%,110.18,0.50%,-1.75%,92.80%,0.11%,2.59%,11.90%,-1.50%,6.97%,12.88%,31.89%,84.43%,86.52%,1.56,1.91%,2.13%,8.07%,26.73%,-3.55%,92.72%,61.78,2.70,116.54,-0.28%,359817,104.67
"RHP","Ryman Hospitality Properties, Inc.","Real Estate","REIT - Hotel & Motel",5057.64,,,-40.70%,-13.60%,55.06,0.10%,0.00%,93.30%,0.02%,2.98%,-22.10%,0.45%,10.78%,23.96%,29.32%,58.64%,37.66%,1.70,3.29%,6.32%,9.11%,17.37%,-3.53%,69.14%,64.83,2.60,93.28,1.88%,309165,89.71
"RHS","Invesco S&P 500 Equal Weight Consumer Staples ETF","Financial","Exchange Traded Fund",,,1.93%,,,,,,,,,,1.58%,3.50%,-0.86%,-1.15%,7.40%,6.91%,,0.72%,2.50%,2.86%,2.11%,-3.08%,10.14%,67.03,,161.80,0.87%,8960,
"RIBT","RiceBran Technologies","Consumer Defensive","Packaged Foods",27.67,,,20.50%,-8.10%,47.46,0.50%,3.96%,32.70%,0.36%,1.20%,-16.60%,-4.93%,-9.97%,-39.49%,-43.37%,3.48%,-13.66%,0.48,7.50%,-8.46%,-11.71%,-41.35%,-71.22%,7.49%,41.31,2.00,0.53,-1.18%,369431,0.65
"RICK","RCI Hospitality Holdings, Inc.","Consumer Cyclical","Restaurants",674.69,26.38,0.22%,-22.40%,-0.50%,9.00,12.27%,0.08%,52.00%,0.38%,2.54%,24.00%,0.68%,4.96%,19.68%,-3.79%,192.27%,87.78%,1.96,3.57%,4.57%,5.79%,11.00%,-9.30%,203.03%,58.53,,74.06,0.04%,31063,89.00
"RIDE","Lordstown Motors Corp.","Consumer Cyclical","Auto Manufacturers",1255.88,,,,,176.59,37.02%,0.00%,31.40%,4.00%,28.14%,,-0.68%,16.77%,6.56%,-42.02%,-67.32%,-70.84%,,7.88%,7.96%,-1.38%,-43.67%,-81.47%,26.08%,51.93,3.30,5.85,2.99%,14173866,4.62
"RIG","Transocean Ltd.","Energy","Oil & Gas Drilling",2195.19,,,-19.10%,-15.70%,653.00,12.30%,46.28%,53.50%,0.16%,9.98%,3.20%,-11.02%,-17.46%,6.77%,-17.87%,206.48%,43.29%,3.34,5.36%,-11.49%,-10.67%,-11.10%,-35.48%,234.34%,36.10,3.60,3.31,-2.93%,18721668,2.64
"RIGL","Rigel Pharmaceuticals, Inc.","Healthcare","Biotechnology",523.20,,,21.20%,30.30%,170.89,0.10%,0.00%,83.60%,-2.49%,10.06%,-6.70%,-6.15%,-9.76%,-16.67%,-19.42%,10.91%,-12.86%,1.40,3.44%,-7.85%,-13.89%,-20.48%,-44.55%,16.78%,30.63,1.70,3.05,-4.09%,1321045,8.17
"RIGS","RiverFront Strategic Income Fund","Financial","Exchange Traded Fund",,,2.85%,,,,,,,,,,-0.61%,-0.49%,-1.33%,-0.97%,-0.53%,-0.87%,,0.36%,-0.47%,-0.77%,-0.83%,-1.76%,0.45%,39.11,,24.57,-0.38%,13397,
"RILY","B. Riley Financial, Inc.","Financial","Financial Conglomerates",2109.11,3.99,2.56%,59.80%,51.70%,27.57,23.30%,3.82%,53.00%,0.22%,10.02%,48.50%,2.29%,31.58%,26.20%,14.57%,201.26%,104.66%,1.39,3.66%,14.80%,26.13%,28.36%,-0.38%,213.25%,72.82,,78.26,0.22%,98239,
"RINF","ProShares Inflation Expectations ETF","Financial","Exchange Traded Fund",,,1.30%,,,,,,,,,,2.83%,3.69%,8.54%,3.34%,19.82%,16.57%,,1.00%,3.56%,5.23%,6.97%,-0.13%,21.54%,67.99,,31.65,0.76%,17789,
"RING","iShares MSCI Global Gold Miners ETF","Financial","Exchange Traded Fund",,,1.62%,,,,,,,,,,7.34%,7.90%,9.44%,-13.03%,-7.44%,-2.41%,,1.83%,7.08%,10.95%,3.22%,-14.09%,21.71%,71.92,,29.10,0.80%,99745,
"RIO","Rio Tinto Group","Basic Materials","Other Industrial Metals & Mining",99957.50,5.35,11.12%,71.00%,5.10%,1618.10,6.50%,0.00%,8.50%,-1.75%,1.18%,48.30%,-1.08%,-12.51%,-19.80%,-29.59%,1.78%,-15.42%,0.66,1.48%,-4.02%,-8.37%,-21.18%,-34.38%,2.57%,39.33,1.80,61.62,-1.15%,2961971,73.72
"RIOT","Riot Blockchain, Inc.","Technology","Software - Application",3612.58,126.02,,33.10%,160.10%,95.94,7.80%,-42.26%,31.10%,5.59%,17.07%,-1.10%,14.72%,51.13%,28.48%,64.67%,957.54%,147.73%,4.35,9.35%,30.94%,42.01%,15.31%,-47.06%,1070.79%,67.09,1.50,42.09,-4.75%,27844314,52.29
"RIV","RiverNorth Opportunities Fund, Inc.","Financial","Closed-End Fund - Equity",175.92,,11.78%,,,10.16,1.18%,-2.97%,15.36%,,,,-0.74%,-1.03%,-2.81%,-0.86%,19.28%,7.58%,,1.17%,-0.53%,-0.94%,-2.23%,-7.63%,20.28%,46.95,,17.32,-1.20%,277839,
"RIVN","RIVIAN AUTOMOTIVE INC","Consumer Cyclical","Auto Manufacturers",120560.41,,,,,807.18,,,,,,,,,,,,48.28%,,,26.69%,26.69%,26.69%,10.47%,56.89%,,,149.36,14.94%,64604259,
"RJA","ELEMENTS Rogers Intl Commodity Agriculture TR ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,3.52%,4.69%,6.93%,9.55%,42.93%,29.03%,,0.94%,2.68%,5.62%,11.68%,-0.11%,43.65%,68.01,,8.49,0.12%,71854,
"RJF","Raymond James Financial, Inc.","Financial","Capital Markets",20600.14,17.69,1.57%,11.20%,9.00%,205.80,0.10%,-8.51%,77.80%,-1.92%,1.32%,14.00%,-1.10%,-0.87%,9.49%,12.81%,74.79%,55.75%,1.19,1.89%,-1.29%,3.54%,13.15%,-3.98%,78.23%,51.26,1.80,99.34,-0.64%,931546,118.62
"RJI","ELEMENTS Rogers Intl Commodity TR ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,0.43%,-0.56%,12.82%,14.66%,57.15%,42.22%,,1.00%,-0.29%,3.24%,13.84%,-1.95%,57.49%,54.71,,7.04,-0.14%,33939,
"RJN","ELEMENTS Rogers Intl Commodity Energy TR ETN","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.41%,-4.07%,23.31%,29.52%,97.21%,73.62%,,2.40%,-2.90%,1.81%,21.30%,-7.52%,97.90%,47.20,,2.83,0.53%,42381,
"RKDA","Arcadia Biosciences, Inc.","Basic Materials","Agricultural Inputs",44.33,29.43,,45.10%,8.20%,21.75,8.17%,0.00%,11.10%,-1.40%,4.87%,,5.10%,1.48%,-5.07%,-22.56%,-26.69%,-18.58%,-0.65,5.11%,4.17%,-0.44%,-20.34%,-67.81%,9.57%,55.64,2.00,2.06,4.57%,705536,5.75
"RKLB","Rocket Lab USA, Inc.","Industrials","Aerospace & Defense",6350.90,,,,,40.00,42.36%,0.00%,29.20%,,,,-4.35%,11.64%,42.47%,42.76%,,41.35%,,5.37%,3.08%,-1.72%,22.26%,-33.04%,50.42%,51.11,,14.29,-0.56%,2462929,22.00
"RKLY","Rockley Photonics Holdings Limited","Technology","Semiconductors",795.72,,,,,126.26,13.90%,0.00%,7.50%,43.00%,0.64%,,5.27%,-6.09%,-35.58%,-32.07%,-32.77%,-33.76%,,5.45%,-1.10%,-12.52%,-28.70%,-60.04%,13.93%,46.19,1.70,6.79,1.65%,593711,17.80
"RKT","Rocket Companies, Inc.","Financial","Mortgage Finance",31893.91,9.59,,-32.60%,33.30%,136.47,1.22%,0.00%,54.00%,-0.18%,8.51%,60.70%,-2.20%,0.00%,-8.24%,-6.42%,-21.09%,-14.73%,,4.11%,-2.00%,-0.16%,-14.43%,-59.90%,10.31%,47.60,3.00,16.48,-1.32%,3016538,18.71
"RL","Ralph Lauren Corporation","Consumer Cyclical","Apparel Manufacturing",9222.21,22.58,2.20%,-18.30%,-9.90%,74.00,3.00%,-0.09%,98.50%,1.55%,7.27%,11.00%,-3.05%,5.25%,4.88%,-8.54%,61.10%,20.52%,1.51,3.07%,0.85%,5.67%,4.41%,-11.99%,67.49%,53.78,2.40,125.03,0.10%,601109,139.83
"RLAY","Relay Therapeutics, Inc.","Healthcare","Biotechnology",3869.31,,,,,92.69,0.10%,-54.79%,84.70%,0.95%,20.56%,,-0.59%,3.55%,7.72%,17.93%,-25.81%,-15.01%,,6.03%,5.17%,5.56%,1.28%,-45.13%,37.33%,55.09,1.90,35.32,0.31%,263055,51.67
"RLGT","Radiant Logistics, Inc.","Industrials","Integrated Freight & Logistics",414.26,16.04,,42.60%,2.60%,49.92,2.80%,-1.29%,54.40%,-4.08%,1.50%,3.70%,14.40%,37.13%,38.71%,7.40%,47.20%,45.17%,1.30,3.64%,19.79%,26.72%,23.31%,-3.66%,52.54%,81.50,1.70,8.42,-1.17%,266249,10.75
"RLGY","Realogy Holdings Corp.","Real Estate","Real Estate Services",1998.31,10.41,,-35.20%,1.70%,116.60,0.10%,0.00%,,2.06%,12.59%,4.90%,-5.94%,-14.46%,2.40%,-7.62%,59.66%,30.34%,2.59,3.98%,-7.99%,-6.47%,-1.06%,-18.69%,64.50%,38.83,2.40,17.10,-1.44%,739197,22.20
"RLI","RLI Corp.","Financial","Insurance - Property & Casualty",5005.00,18.82,0.90%,2.10%,4.40%,45.24,2.40%,0.01%,83.10%,0.17%,2.20%,26.40%,-1.37%,6.94%,1.26%,3.93%,11.57%,6.11%,0.36,2.11%,1.20%,4.88%,2.85%,-6.22%,15.68%,56.20,2.90,110.51,-1.01%,102838,119.50
"RLJ","RLJ Lodging Trust","Real Estate","REIT - Hotel & Motel",2417.10,,0.28%,-30.50%,-16.10%,164.07,1.80%,0.00%,94.20%,-0.59%,2.87%,-40.80%,-5.04%,-3.90%,2.88%,-6.23%,22.20%,1.13%,1.98,3.57%,-3.28%,-2.74%,-4.80%,-18.28%,31.16%,42.99,2.50,14.31,0.14%,895429,18.35
"RLMD","Relmada Therapeutics, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",445.86,,,-30.00%,,17.05,0.10%,-39.63%,57.40%,-0.17%,6.78%,,-10.67%,-3.98%,-4.74%,-35.96%,-30.33%,-29.25%,0.12,4.85%,-6.60%,-11.15%,-26.03%,-43.27%,10.15%,37.84,1.30,22.69,-0.57%,45873,69.83
"RLX","RLX Technology Inc.","Consumer Defensive","Tobacco",6067.15,116.28,,,,1385.41,0.34%,0.00%,15.70%,14.20%,16.25%,10.00%,17.10%,-7.41%,11.36%,-58.68%,,-83.06%,,8.39%,-1.29%,-0.75%,-47.82%,-85.71%,35.14%,52.35,2.00,5.00,0.40%,10568337,16.40
"RLY","SPDR SSgA Multi-Asset Real Return ETF","Financial","Exchange Traded Fund",,,1.92%,,,,,,,,,,-0.26%,-0.07%,6.38%,4.21%,30.88%,22.47%,,0.74%,0.14%,2.58%,6.82%,-1.66%,31.53%,56.09,,30.20,0.15%,49242,
"RLYB","Rallybio Corporation","Healthcare","Biotechnology",521.86,,,,,37.49,3.80%,0.00%,54.00%,,1.53%,,-23.98%,-10.31%,-5.69%,,,-1.28%,,10.90%,-20.97%,-12.98%,-12.26%,-46.00%,38.51%,38.21,1.70,13.92,-7.20%,22063,49.67
"RM","Regional Management Corp.","Financial","Credit Services",632.04,8.01,1.65%,6.10%,11.50%,9.86,4.80%,-31.70%,90.40%,-0.72%,2.37%,34.20%,4.47%,4.65%,7.09%,37.00%,150.06%,102.75%,1.32,4.40%,7.47%,4.94%,28.48%,-5.51%,150.37%,58.66,2.50,60.54,2.26%,83286,60.20
"RMAX","RE/MAX Holdings, Inc.","Real Estate","Real Estate Services",582.87,52.22,2.96%,-14.10%,8.50%,18.72,0.50%,0.00%,95.80%,0.98%,2.97%,11.80%,-3.45%,-3.15%,-8.97%,-12.18%,-0.06%,-14.48%,1.45,2.46%,-1.60%,-2.18%,-11.74%,-29.14%,5.18%,45.18,2.40,31.07,-0.96%,91834,39.30
"RMBI","Richmond Mutual Bancorporation, Inc.","Financial","Banks - Regional",203.12,17.21,1.74%,,,11.47,0.90%,16.37%,22.00%,-0.36%,0.33%,67.50%,0.12%,4.35%,1.52%,14.62%,34.01%,21.84%,,1.89%,1.58%,2.82%,10.89%,-3.83%,35.75%,57.43,,16.07,1.20%,9626,
"RMBL","RumbleON, Inc.","Consumer Cyclical","Internet Retail",653.95,,,,,3.24,37.80%,0.41%,15.30%,64.94%,3.40%,-0.70%,4.21%,19.00%,31.24%,15.82%,32.89%,50.79%,2.63,4.99%,10.64%,19.11%,16.69%,-28.99%,65.60%,65.58,1.70,45.54,-5.89%,423476,60.67
"RMBS","Rambus Inc.","Technology","Semiconductors",2669.78,894.44,,-17.10%,-3.60%,108.99,0.20%,-1.81%,89.00%,-1.24%,5.03%,2.40%,0.67%,8.78%,2.16%,31.18%,54.36%,38.32%,1.02,2.44%,3.21%,4.57%,11.31%,-4.13%,58.15%,64.26,2.30,24.15,0.67%,442690,28.83
"RMCF","Rocky Mountain Chocolate Factory, Inc.","Consumer Defensive","Confectioners",58.49,17.52,,-17.10%,-10.30%,6.12,1.40%,229.67%,35.50%,6.00%,0.25%,12.90%,9.66%,18.89%,27.99%,51.74%,202.55%,144.28%,1.22,3.83%,12.39%,20.73%,42.42%,5.22%,204.41%,75.13,,9.88,5.44%,44952,
"RMD","ResMed Inc.","Healthcare","Medical Instruments & Supplies",38006.92,77.08,0.59%,5.40%,11.70%,145.68,0.70%,-10.34%,67.80%,-0.35%,0.72%,28.30%,-0.48%,2.69%,-6.50%,35.56%,22.18%,23.43%,0.30,2.39%,-0.17%,-2.64%,11.77%,-12.93%,46.27%,49.47,2.80,262.37,2.97%,1254403,265.83
"RMED","Ra Medical Systems, Inc.","Healthcare","Medical Devices",19.99,,,,,4.09,2.80%,0.00%,8.70%,1.46%,,,-7.33%,-8.85%,12.55%,-8.85%,-49.27%,-62.58%,,4.70%,-8.18%,-9.34%,-35.93%,-71.69%,16.81%,36.73,3.00,2.78,-2.46%,171361,12.00
"RMGCU","RMG Acquisition Corp. III","Financial","Shell Companies",,,,,,,,,32.50%,,,,0.30%,0.60%,0.50%,-0.30%,,-8.26%,,0.38%,0.54%,0.86%,-0.62%,-10.40%,2.78%,61.15,,9.99,0.10%,2574,
"RMI","RiverNorth Opportunistic Municipal Income Fund, Inc.","Financial","Closed-End Fund - Debt",144.80,,4.84%,,,6.37,0.26%,-47.61%,16.20%,,,,0.75%,0.44%,-4.18%,0.53%,8.40%,5.82%,,1.07%,1.98%,-0.73%,-0.16%,-6.27%,10.61%,56.42,,22.72,0.09%,13817,
"RMM","Rivernorth Managed Duration Municipal Income Fund Inc.","Financial","Asset Management",388.28,,5.59%,,,19.74,,,14.09%,,,,-0.86%,0.15%,-7.44%,-1.85%,13.24%,10.51%,,0.99%,0.28%,-1.94%,-1.33%,-10.47%,13.96%,47.08,,19.67,-0.15%,45521,
"RMNI","Rimini Street, Inc.","Technology","Software - Application",632.54,,,36.40%,22.60%,86.19,5.80%,-49.92%,64.90%,9.23%,4.91%,5.10%,-4.95%,-27.62%,-11.58%,11.99%,77.94%,60.27%,0.55,4.63%,-23.83%,-26.51%,-14.55%,-38.37%,83.89%,28.70,2.20,7.10,-0.98%,698706,10.88
"RMO","Romeo Power, Inc.","Consumer Cyclical","Auto Parts",592.51,13.55,,,,131.06,8.80%,-18.95%,27.30%,3.61%,28.47%,,-9.96%,-7.13%,-6.93%,-42.99%,-56.61%,-80.30%,,6.32%,-2.34%,-6.68%,-46.16%,-88.61%,12.44%,45.88,2.40,4.43,-2.21%,6190147,8.43
"RMR","The RMR Group Inc.","Real Estate","Real Estate Services",1176.82,22.14,4.05%,49.30%,25.00%,16.27,1.20%,0.00%,82.50%,0.41%,0.84%,11.10%,3.64%,10.57%,12.20%,14.01%,46.50%,14.75%,1.65,2.86%,5.98%,8.70%,10.48%,-5.95%,50.13%,67.59,2.50,37.55,1.27%,53954,41.83
"RMT","Royce Micro-Cap Trust, Inc.","Financial","Closed-End Fund - Equity",537.43,4.29,6.84%,,,43.76,0.15%,4.50%,35.20%,,,,-1.37%,4.96%,6.41%,5.59%,39.55%,21.34%,,1.17%,2.15%,4.23%,3.65%,-3.23%,41.97%,61.06,,12.28,-0.49%,127384,
"RMTI","Rockwell Medical, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",49.00,,,-7.20%,2.40%,93.70,0.80%,0.00%,33.60%,-6.49%,2.60%,-48.70%,-5.69%,-15.28%,-16.75%,-43.18%,-46.06%,-49.65%,0.85,5.07%,-6.74%,-12.49%,-43.23%,-74.32%,-0.86%,35.91,2.00,0.51,-2.81%,637332,5.00
"RNA","Avidity Biosciences, Inc.","Healthcare","Biotechnology",1217.71,,,,,43.27,10.97%,15.90%,83.30%,10.69%,12.83%,,-3.97%,14.73%,31.82%,16.08%,-15.45%,-3.25%,,5.61%,5.05%,6.72%,7.91%,-31.45%,40.44%,55.34,1.80,24.69,-0.60%,121695,53.50
"RNAZ","TransCode Therapeutics, Inc. Common Stock","Healthcare","Biotechnology",35.66,,,,,11.97,35.12%,0.00%,,,6.29%,,-8.87%,-7.45%,7.19%,,,-43.67%,,6.93%,-1.68%,1.00%,-3.13%,-57.43%,26.81%,48.10,,2.98,1.02%,46433,
"RNDM","First Trust Developed International Equity Select ETF","Financial","Exchange Traded Fund",,,2.51%,,,,,,,,,,-0.64%,2.68%,-1.89%,1.87%,20.90%,7.28%,,0.36%,0.22%,-0.07%,2.14%,-3.68%,12.65%,51.44,,56.28,-0.37%,1010,
"RNDV","First Trust US Equity Dividend Select ETF","Financial","Exchange Traded Fund",,,1.95%,,,,,,,,,,-0.26%,4.20%,1.44%,1.47%,38.45%,23.25%,,0.69%,1.10%,2.39%,4.95%,-8.27%,30.97%,60.97,,30.31,-0.09%,918,
"RNERU","Mount Rainier Acquisition Corp.","Financial","Shell Companies",,,,,,,,,10.00%,,,,0.00%,0.60%,,,,0.90%,,0.26%,0.28%,0.34%,0.34%,-0.60%,0.90%,,,10.14,-0.39%,226,
"RNG","RingCentral, Inc.","Technology","Software - Application",23828.99,,,-15.40%,31.90%,91.81,1.30%,-12.50%,96.00%,-0.52%,9.85%,-15.50%,14.87%,12.64%,8.60%,10.82%,-10.76%,-30.04%,0.69,4.31%,7.30%,13.40%,-6.74%,-40.95%,27.75%,59.02,1.80,265.12,-4.03%,936290,390.12
"RNGR","Ranger Energy Services, Inc.","Energy","Oil & Gas Equipment & Services",197.22,,,-20.50%,54.70%,11.01,2.20%,0.00%,47.00%,33.50%,0.10%,-14.10%,8.79%,8.57%,49.18%,67.54%,276.82%,199.18%,1.87,2.34%,6.53%,14.03%,44.81%,-11.82%,276.82%,69.31,2.40,10.89,0.09%,22892,11.40
"RNLC","First Trust Large Cap US Equity Select ETF","Financial","Exchange Traded Fund",,,1.07%,,,,,,,,,,0.44%,7.54%,5.28%,9.50%,38.72%,26.47%,,0.40%,2.35%,4.30%,9.89%,-0.23%,32.84%,69.33,,34.59,0.10%,2551,
"RNLX","Renalytix Plc","Healthcare","Diagnostics & Research",770.31,,,,,36.03,,,17.20%,3.53%,1.58%,,-3.56%,-11.03%,-19.16%,-24.89%,95.02%,37.13%,,5.86%,-9.41%,-1.22%,-18.40%,-38.56%,112.80%,42.35,2.50,21.94,-0.63%,26428,35.00
"RNMC","First Trust Mid Cap US Equity Select ETF","Financial","Exchange Traded Fund",,,1.20%,,,,,,,,,,0.08%,4.36%,4.75%,4.87%,56.19%,26.46%,,0.43%,2.36%,4.40%,8.01%,-7.24%,38.38%,68.21,,30.83,0.04%,2974,
"RNP","Cohen & Steers REIT and Preferred Income Fund, Inc.","Financial","Closed-End Fund - Debt",1329.92,73.94,5.33%,,,47.58,,,17.98%,,,,1.23%,5.87%,2.53%,10.61%,30.85%,22.43%,,0.92%,1.96%,3.44%,8.17%,-1.69%,33.03%,66.24,,27.95,0.98%,67950,
"RNR","RenaissanceRe Holdings Ltd.","Financial","Insurance - Reinsurance",7146.81,,0.93%,10.50%,27.90%,46.22,1.10%,6.08%,97.84%,-1.22%,1.92%,-12.90%,-1.82%,5.24%,-4.68%,-0.24%,-12.65%,-6.12%,0.52,2.87%,3.47%,6.05%,0.05%,-15.88%,13.08%,58.00,2.60,155.67,-0.45%,460612,182.83
"RNRG","Global X Renewable Energy Producers ETF","Financial","Exchange Traded Fund",,,2.61%,,,,,,,,,,-0.93%,1.48%,5.65%,6.99%,1.42%,-9.34%,,1.16%,-1.09%,1.13%,1.51%,-18.74%,11.79%,49.74,,16.45,-0.50%,23623,
"RNSC","First Trust Small Cap US Equity Select ETF","Financial","Exchange Traded Fund",,,1.11%,,,,,,,,,,0.14%,6.14%,6.65%,2.93%,58.11%,27.86%,,0.86%,3.36%,5.93%,7.68%,-0.81%,43.29%,67.23,,30.75,0.28%,1107,
"RNST","Renasant Corporation","Financial","Banks - Regional",2226.07,13.18,2.21%,-4.60%,13.60%,56.15,0.10%,0.00%,83.30%,-0.12%,4.30%,89.90%,0.51%,3.30%,10.09%,-9.85%,26.17%,17.96%,1.18,2.44%,2.93%,8.37%,0.92%,-15.41%,29.16%,59.96,3.00,39.73,0.53%,226397,39.64
"RNW","ReNew Energy Global plc","Utilities","Utilities - Renewable",4159.73,,,,,43.12,16.62%,0.00%,63.50%,164.20%,,,-2.72%,13.66%,8.43%,-2.53%,,-11.55%,,5.66%,2.20%,-0.31%,-3.73%,-31.46%,22.15%,50.78,,9.65,1.37%,574937,14.35
"RNWK","RealNetworks, Inc.","Communication Services","Electronic Gaming & Multimedia",64.06,,,44.10%,-5.90%,47.05,0.20%,0.00%,25.00%,-0.20%,1.55%,-16.00%,-6.16%,-11.04%,-13.84%,-41.70%,5.38%,-12.18%,1.47,5.94%,-6.90%,-12.74%,-47.81%,-79.43%,10.48%,38.83,,1.37,0.74%,103077,4.00
"RNXT","RenovoRx, Inc.","Healthcare","Biotechnology",70.53,,,,,8.75,12.00%,0.00%,0.20%,,0.69%,,50.94%,34.78%,,,,11.02%,,10.15%,35.23%,21.17%,15.31%,-51.85%,58.97%,67.87,,8.06,-1.10%,609644,15.50
"ROAD","Construction Partners, Inc.","Industrials","Engineering & Construction",2126.70,70.26,,,,51.69,2.00%,-9.30%,95.08%,2.25%,2.18%,4.90%,-3.99%,16.49%,22.56%,29.17%,79.39%,39.02%,1.01,3.31%,8.16%,14.79%,25.83%,-10.05%,81.48%,68.76,1.50,40.47,-0.64%,122970,34.50
"ROAM","Hartford Multifactor Emerging Markets ETF","Financial","Exchange Traded Fund",,,2.88%,,,,,,,,,,0.53%,0.30%,2.52%,1.68%,17.07%,8.98%,,0.39%,0.49%,0.66%,0.99%,-3.87%,17.18%,54.18,,25.00,-0.44%,15083,
"ROBO","Robo Global Robotics and Automation Index ETF","Financial","Exchange Traded Fund",,,0.18%,,,,,,,,,,-1.27%,7.55%,8.90%,15.13%,33.38%,16.34%,,1.03%,2.56%,4.84%,7.83%,-2.17%,34.70%,62.67,,70.84,-0.08%,90569,
"ROBT","First Trust Nasdaq Artificial Intelligence and Robotics ETF","Financial","Exchange Traded Fund",,,0.18%,,,,,,,,,,-1.26%,4.42%,7.49%,13.76%,32.16%,13.66%,,1.04%,1.56%,2.89%,5.36%,-4.55%,33.02%,58.09,,57.00,-0.16%,46558,
"ROCC","Ranger Oil Corporation","Energy","Oil & Gas E&P",1352.37,,,1.30%,0.70%,15.32,0.30%,28.19%,57.90%,-0.46%,7.45%,15.40%,-2.90%,-6.13%,82.73%,51.23%,245.08%,183.55%,3.30,6.27%,-9.00%,3.34%,43.80%,-18.49%,257.52%,44.13,,28.78,-3.16%,374029,43.60
"ROCGU","Roth CH Acquisition IV Co.","Financial","Shell Companies",,,,,,,12.02%,,0.21%,,0.01%,,10.65%,13.04%,,,,12.86%,,0.52%,11.42%,12.11%,12.11%,5.74%,13.43%,82.23,,11.32,9.90%,47,
"ROCK","Gibraltar Industries, Inc.","Industrials","Building Products & Equipment",2402.10,32.55,,27.70%,-0.20%,32.80,0.30%,1.00%,,0.33%,1.49%,8.20%,-3.62%,-0.42%,4.03%,-6.64%,18.09%,2.61%,1.00,3.58%,2.56%,4.28%,-7.03%,-28.34%,22.46%,53.55,1.70,73.82,-2.64%,99505,89.25
"RODM","Hartford Multifactor Developed Markets (ex-US) ETF","Financial","Exchange Traded Fund",,,3.24%,,,,,,,,,,-0.74%,0.03%,-1.66%,-1.15%,12.52%,8.87%,,0.46%,-0.20%,-0.05%,0.66%,-3.57%,13.28%,49.98,,30.82,-0.06%,944709,
"ROG","Rogers Corporation","Technology","Electronic Components",5051.22,50.66,,1.50%,4.60%,18.74,0.10%,-17.09%,99.70%,0.55%,1.67%,13.80%,-0.01%,43.90%,36.73%,50.39%,94.60%,73.76%,1.70,1.70%,18.06%,31.54%,38.58%,-1.16%,97.22%,88.61,1.40,269.83,0.02%,298826,277.60
"ROIC","Retail Opportunity Investments Corp.","Real Estate","REIT - Retail",2268.39,43.84,2.36%,1.30%,8.10%,120.62,2.56%,0.00%,99.30%,1.79%,4.66%,40.70%,2.99%,0.59%,8.50%,7.56%,43.20%,39.13%,1.48,2.21%,2.44%,3.73%,7.56%,-1.58%,50.24%,59.36,2.30,18.63,2.36%,1694696,19.45
"ROIV","Roivant Sciences Ltd.","Healthcare","Biotechnology",5452.87,,,,,51.34,22.70%,0.00%,4.80%,3.53%,,,6.32%,34.22%,-18.71%,-18.55%,,-20.55%,,8.76%,8.33%,-2.25%,-15.18%,-25.67%,39.31%,53.00,,8.08,-3.81%,557609,12.50
"ROK","Rockwell Automation, Inc.","Industrials","Specialty Industrial Machinery",38300.71,28.93,1.28%,15.80%,3.50%,116.00,0.10%,-21.56%,82.10%,-1.45%,2.61%,21.80%,-0.13%,6.64%,6.96%,28.18%,39.74%,33.59%,1.38,1.91%,2.78%,6.71%,17.28%,-3.11%,41.67%,62.45,2.70,335.06,0.17%,336878,333.32
"ROKT","SPDR Kensho Final Frontiers ETF","Financial","Exchange Traded Fund",,,1.71%,,,,,,,,,,-0.19%,1.56%,3.07%,5.16%,18.20%,7.24%,,0.61%,1.25%,2.53%,1.80%,-5.79%,19.93%,58.82,,41.62,0.68%,4059,
