"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"RTH","VanEck Vectors Retail ETF","Financial","Exchange Traded Fund",,,0.57%,,,,,,,,,,1.32%,6.74%,9.48%,12.62%,23.24%,22.98%,,0.75%,4.04%,7.49%,12.93%,0.84%,33.12%,76.83,,195.93,1.42%,13501,
"RTLR","Rattler Midstream LP","Energy","Oil & Gas Midstream",467.76,13.42,7.13%,,,40.54,2.90%,-2.67%,85.60%,-3.82%,1.08%,47.40%,-3.86%,-11.72%,7.16%,5.65%,52.65%,18.35%,,3.72%,-7.18%,-6.47%,0.06%,-16.45%,50.96%,37.51,2.70,11.05,-1.52%,292880,12.62
"RTM","Invesco S&P 500 Equal Weight Materials ETF","Financial","Exchange Traded Fund",,,1.40%,,,,,,,,,,1.09%,6.06%,6.14%,2.20%,37.77%,28.40%,,1.00%,3.01%,6.24%,8.92%,-0.96%,35.83%,67.51,,178.57,-0.24%,8336,
"RTX","Raytheon Technologies Corporation","Industrials","Aerospace & Defense",134023.21,40.18,2.28%,-20.20%,0.20%,1497.90,0.12%,-4.71%,81.00%,0.01%,0.72%,5.90%,-1.50%,-1.73%,3.16%,4.65%,35.07%,24.95%,1.47,1.70%,-1.08%,1.12%,6.31%,-3.70%,36.73%,48.01,1.90,88.90,-0.50%,4519538,103.65
"RUBY","Rubius Therapeutics, Inc.","Healthcare","Biotechnology",1249.60,,,,,89.81,5.58%,0.00%,99.80%,0.40%,8.61%,,-8.61%,-17.20%,-43.48%,-49.15%,173.43%,77.60%,2.37,5.65%,-9.46%,-20.24%,-34.56%,-64.84%,179.47%,33.75,2.20,13.61,0.96%,308021,28.60
"RUN","Sunrun Inc.","Technology","Solar",11887.60,,,-5.20%,24.80%,206.10,1.80%,-9.48%,99.30%,4.25%,18.17%,-47.80%,-0.36%,19.16%,33.00%,44.50%,4.62%,-16.46%,2.10,5.45%,0.53%,14.15%,8.19%,-44.54%,49.60%,54.87,1.80,55.98,-3.42%,3828870,73.46
"RUSHA","Rush Enterprises, Inc.","Consumer Cyclical","Auto & Truck Dealerships",2946.52,14.40,1.42%,13.80%,-1.00%,56.01,1.30%,-15.70%,99.70%,0.79%,1.82%,5.40%,-1.09%,11.68%,20.59%,5.81%,43.07%,28.80%,1.28,3.39%,3.79%,13.58%,16.74%,-2.21%,47.76%,66.71,2.00,54.48,2.12%,216391,61.75
"RUSL","Direxion Daily Russia Bull 2X Shares","Financial","Exchange Traded Fund",,,1.18%,,,,,,,,,,-6.32%,-8.44%,11.89%,25.54%,93.78%,57.27%,,1.84%,-7.84%,-2.77%,16.83%,-14.04%,87.52%,39.67,,33.36,-1.80%,27192,
"RUTH","Ruth's Hospitality Group, Inc.","Consumer Cyclical","Restaurants",653.83,22.04,,-23.80%,-5.70%,34.42,1.80%,-3.13%,81.30%,-2.78%,3.11%,11.10%,-3.15%,-2.66%,-0.47%,-21.71%,37.47%,7.39%,2.29,3.35%,-0.73%,-4.20%,-13.76%,-33.87%,35.42%,45.56,2.00,19.00,-0.21%,269052,25.00
"RVI","Retail Value Inc.","Real Estate","REIT - Retail",130.69,,19.11%,-16.80%,-10.70%,21.12,18.10%,-49.00%,69.10%,1.74%,3.06%,12.00%,-2.57%,18.16%,26.47%,78.89%,145.96%,116.54%,1.89,3.83%,5.36%,13.80%,43.56%,-12.13%,141.34%,61.91,2.00,6.01,-0.99%,361001,28.00
"RVLV","Revolve Group, Inc.","Consumer Cyclical","Internet Retail",6055.64,68.65,,,,72.81,0.50%,-95.67%,98.79%,1.39%,12.70%,11.40%,1.99%,22.78%,47.05%,75.78%,314.50%,167.82%,,5.30%,13.63%,23.86%,49.49%,1.90%,350.80%,67.44,2.00,87.23,4.49%,576357,80.64
"RVMD","Revolution Medicines, Inc.","Healthcare","Biotechnology",2285.30,,,,,73.54,1.20%,-68.93%,98.10%,1.01%,13.23%,,-2.90%,17.92%,20.02%,-3.73%,-20.43%,-19.73%,,5.18%,4.72%,6.91%,-8.27%,-43.47%,45.85%,56.42,2.00,31.76,-0.06%,410813,36.00
"RVNC","Revance Therapeutics, Inc.","Healthcare","Biotechnology",1020.30,,,-10.00%,119.60%,67.78,1.40%,-10.74%,83.10%,0.45%,6.47%,,1.28%,-37.30%,-45.15%,-49.74%,-46.96%,-49.75%,0.83,6.49%,1.81%,-32.03%,-45.24%,-56.72%,12.53%,37.65,1.70,14.64,2.81%,941415,28.11
"RVNU","Xtrackers Municipal Infrastructure Revenue Bond ETF","Financial","Exchange Traded Fund",,,2.50%,,,,,,,,,,0.24%,0.86%,-0.83%,-0.10%,2.59%,-0.14%,,0.30%,0.49%,0.14%,-0.41%,-3.03%,2.45%,57.12,,29.15,-0.17%,10894,
"RVP","Retractable Technologies, Inc.","Healthcare","Medical Instruments & Supplies",309.06,5.95,,31.90%,22.60%,34.00,0.20%,0.00%,23.00%,-0.05%,17.60%,39.70%,-4.49%,-2.19%,-16.60%,-4.08%,8.23%,-16.76%,1.77,4.18%,-11.52%,-18.74%,-28.18%,-61.02%,3.33%,29.67,,8.38,-6.26%,477468,
"RVPH","Reviva Pharmaceuticals Holdings, Inc.","Healthcare","Biotechnology",49.46,,,,,17.23,40.25%,32.60%,19.10%,0.20%,1.79%,,-11.11%,-1.87%,11.85%,-23.65%,-66.17%,-57.92%,,6.37%,2.14%,-5.40%,-26.89%,-75.30%,13.37%,48.48,2.00,3.73,1.36%,192927,14.50
"RVSB","Riverview Bancorp, Inc.","Financial","Banks - Regional",175.30,8.98,2.53%,10.70%,9.30%,22.34,1.90%,0.24%,66.30%,-0.01%,1.15%,91.50%,0.00%,5.90%,4.08%,12.54%,43.38%,50.19%,0.81,1.92%,4.92%,7.62%,13.30%,-0.50%,62.45%,66.29,,7.96,0.76%,43559,8.00
"RVT","Royce Value Trust Inc.","Financial","Closed-End Fund - Equity",2037.14,2.60,6.05%,34.20%,5.60%,103.30,0.07%,3.08%,31.10%,1.02%,0.06%,-15.10%,-0.30%,6.61%,7.60%,7.19%,36.76%,22.86%,1.44,1.34%,3.10%,6.20%,7.30%,-0.40%,35.88%,69.07,,19.92,0.45%,137661,
"RWAY","Runway Growth Finance Corp.","Financial","Credit Services",,,,,,,,,,,,,6.72%,,,,,-0.31%,,,0.02%,0.02%,0.02%,-5.42%,6.17%,,,12.57,-2.26%,93839,
"RWGV","Direxion Russell 1000 Growth Over Value ETF","Financial","Exchange Traded Fund",,,0.14%,,,,,,,,,,-1.17%,8.07%,9.62%,30.24%,35.35%,25.80%,,0.46%,3.76%,7.48%,17.76%,-1.17%,43.74%,68.71,,133.94,1.57%,3904,
"RWJ","Invesco S&P SmallCap 600 Revenue ETF","Financial","Exchange Traded Fund",,,0.47%,,,,,,,,,,-0.08%,7.52%,13.23%,9.15%,81.80%,59.82%,,1.46%,4.24%,8.08%,12.01%,-0.76%,79.05%,68.85,,130.08,0.35%,34421,
"RWK","Invesco S&P MidCap 400 Revenue ETF","Financial","Exchange Traded Fund",,,0.72%,,,,,,,,,,0.29%,6.20%,7.74%,6.12%,51.82%,35.43%,,1.05%,3.13%,6.40%,9.70%,-1.12%,49.84%,67.52,,96.56,0.22%,9990,
"RWL","Invesco S&P 500 Revenue ETF","Financial","Exchange Traded Fund",,,1.44%,,,,,,,,,,-0.04%,4.24%,4.61%,7.02%,31.37%,26.28%,,0.64%,1.32%,4.06%,8.02%,-0.50%,32.07%,68.13,,78.62,-0.04%,30453,
"RWLK","ReWalk Robotics Ltd.","Healthcare","Medical Devices",94.88,,,56.40%,3.20%,46.57,2.11%,-1.65%,7.10%,2.08%,5.49%,,-8.02%,9.56%,15.50%,-16.76%,31.86%,12.88%,3.04,6.77%,7.53%,3.63%,-21.89%,-75.00%,35.14%,53.93,2.00,1.50,0.67%,3705168,3.50
"RWM","ProShares Short Russell2000","Financial","Exchange Traded Fund",,,,,,,,,,,,,1.60%,-5.96%,-10.61%,-10.36%,-31.98%,-22.42%,,1.30%,-2.53%,-5.74%,-8.44%,-31.76%,2.18%,36.07,,19.68,-0.20%,506888,
"RWO","SPDR Dow Jones Global Real Estate ETF","Financial","Exchange Traded Fund",,,2.67%,,,,,,,,,,0.18%,3.44%,3.53%,10.85%,27.83%,24.58%,,0.79%,0.89%,3.18%,7.87%,-1.02%,29.72%,62.11,,55.19,-0.36%,111216,
"RWR","SPDR Series Trust - SPDR Dow Jones REIT ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,1.29%,5.34%,6.80%,16.99%,35.81%,35.72%,,1.08%,1.54%,4.84%,11.97%,-0.69%,40.86%,63.98,,116.91,-0.65%,95033,
"RWT","Redwood Trust, Inc.","Real Estate","REIT - Mortgage",1584.98,5.97,5.98%,-44.80%,17.10%,113.00,0.10%,23.44%,74.80%,1.67%,3.78%,74.50%,1.59%,2.71%,14.15%,29.52%,59.36%,59.91%,0.95,2.00%,-0.75%,2.94%,17.40%,-3.32%,63.48%,50.73,1.60,13.70,-2.42%,795058,15.41
"RWVG","Direxion Russell 1000 Value Over Growth ETF","Financial","Exchange Traded Fund",,,1.00%,,,,,,,,,,0.16%,0.27%,0.98%,-2.66%,25.80%,20.49%,,0.34%,-0.29%,1.50%,2.21%,-5.71%,25.13%,51.46,,58.84,-0.54%,1877,
"RWX","SPDR Dow Jones International Real Estate ETF","Financial","Exchange Traded Fund",,,2.57%,,,,,,,,,,-1.98%,0.08%,-2.82%,0.52%,13.77%,7.33%,,0.57%,-0.46%,0.02%,0.49%,-5.43%,13.03%,48.34,,36.60,0.03%,23414,
"RXD","ProShares UltraShort Health Care","Financial","Exchange Traded Fund",,,,,,,,,,,,,2.15%,-6.73%,3.85%,-17.82%,-35.66%,-31.01%,,0.74%,-0.96%,-3.81%,-14.71%,-39.23%,4.15%,43.89,,13.02,-1.12%,2733,
"RXDX","Prometheus Biosciences, Inc.","Healthcare","Biotechnology",1358.73,,,,,38.81,34.84%,0.00%,68.50%,1.25%,4.41%,,-8.48%,32.25%,53.97%,77.18%,,35.71%,,8.03%,14.67%,32.14%,52.93%,-6.18%,127.06%,66.88,1.30,36.58,6.59%,637186,39.20
"RXI","iShares Global Consumer Discretionary ETF","Financial","Exchange Traded Fund",,,0.68%,,,,,,,,,,-1.27%,5.83%,10.71%,11.60%,24.77%,17.67%,,0.82%,2.54%,7.09%,10.07%,-1.06%,26.28%,67.02,,185.57,1.39%,10291,
"RXL","ProShares Ultra Health Care","Financial","Exchange Traded Fund",,,0.09%,,,,,,,,,,-2.00%,6.75%,-5.63%,16.63%,39.98%,34.74%,,1.54%,0.62%,2.87%,11.83%,-6.00%,51.02%,54.63,,102.92,0.92%,5318,
"RXRAU","RXR Acquisition Corp.","Financial","Shell Companies",,,,,,,,,96.06%,,,,-0.10%,1.12%,0.10%,-0.42%,,1.12%,,0.52%,0.56%,0.67%,0.18%,-2.35%,5.96%,55.38,,9.96,0.00%,0,
"RXRX","Recursion Pharmaceuticals, Inc.","Healthcare","Biotechnology",3005.06,,,,,138.36,5.30%,0.00%,72.40%,4.47%,8.87%,,-3.50%,-1.52%,-5.78%,-17.84%,,-40.10%,,7.38%,5.63%,-6.60%,-25.43%,-53.28%,27.23%,51.99,2.00,20.00,6.67%,1156002,32.83
"RXST","RxSight, Inc.","Healthcare","Medical Devices",339.57,,,,,28.11,10.20%,0.00%,32.50%,,2.29%,,-5.99%,-10.91%,1.94%,,,-24.50%,,7.24%,1.55%,-4.05%,-6.46%,-36.86%,10.99%,48.44,1.40,12.42,2.81%,159194,20.50
"RXT","Rackspace Technology, Inc.","Technology","Software - Infrastructure",3115.82,,,-33.40%,6.20%,207.90,2.50%,-4.11%,99.30%,0.83%,4.92%,-3.50%,1.77%,0.33%,11.20%,-24.18%,-8.93%,-21.35%,,3.88%,16.48%,15.70%,-12.06%,-36.81%,27.76%,72.42,2.00,16.70,11.41%,6572173,20.89
"RY","Royal Bank of Canada","Financial","Banks - Diversified",150424.78,12.54,3.22%,3.10%,8.90%,1424.61,0.10%,0.00%,52.30%,-0.93%,0.26%,67.50%,-0.23%,0.30%,2.13%,3.85%,38.42%,28.94%,0.95,1.04%,-0.59%,2.06%,6.87%,-2.34%,37.02%,52.22,2.20,105.56,-0.24%,1084107,88.28
"RYAAY","Ryanair Holdings plc","Industrials","Airlines",22606.18,,,-22.80%,-24.20%,225.72,9.10%,0.00%,46.50%,0.67%,0.17%,-27.30%,-9.11%,-2.64%,7.34%,0.89%,11.45%,4.23%,1.55,2.36%,-0.49%,1.03%,3.28%,-9.89%,21.10%,47.79,1.40,114.66,0.03%,403982,132.60
"RYAM","Rayonier Advanced Materials Inc.","Basic Materials","Chemicals",418.12,,,-14.90%,13.10%,63.74,2.00%,0.00%,75.50%,-1.90%,3.39%,5.40%,-4.39%,-14.86%,2.83%,-13.40%,46.41%,0.15%,3.50,4.33%,-9.72%,-12.14%,-18.93%,-43.72%,41.65%,32.90,2.00,6.36,-2.60%,305123,9.17
"RYAN","Ryan Specialty Group Holdings, Inc.","Financial","Insurance - Specialty",9554.57,29.81,,,,244.30,0.50%,0.00%,55.30%,81.72%,8.64%,,3.08%,5.19%,32.71%,,,42.22%,,3.52%,2.45%,8.51%,14.61%,-5.97%,50.18%,58.56,2.20,38.40,-1.82%,305557,38.12
"RYB","RYB Education, Inc.","Consumer Defensive","Education & Training Services",69.68,12.18,,-58.70%,5.80%,28.41,,,12.10%,0.55%,0.47%,0.90%,1.80%,-14.60%,-6.78%,-15.17%,-5.04%,7.38%,0.85,4.35%,-2.58%,-6.75%,-23.05%,-56.51%,16.29%,44.08,4.00,2.57,0.98%,9086,2.30
"RYE","Invesco S&P 500 Equal Weight Energy ETF","Financial","Exchange Traded Fund",,,2.11%,,,,,,,,,,-2.46%,-0.28%,28.81%,12.74%,94.03%,61.96%,,2.05%,-0.78%,6.44%,17.00%,-3.66%,88.07%,54.40,,50.33,-0.04%,78035,
"RYF","Invesco S&P 500 Equal Weight Financials ETF","Financial","Exchange Traded Fund",,,1.60%,,,,,,,,,,0.29%,2.32%,6.66%,7.91%,50.19%,37.80%,,1.01%,0.55%,3.96%,10.66%,-0.91%,49.77%,59.58,,66.23,0.11%,43647,
"RYH","Invesco S&P 500 Equal Weight Health Care ETF","Financial","Exchange Traded Fund",,,0.43%,,,,,,,,,,-0.88%,2.48%,-3.00%,8.39%,19.29%,16.71%,,0.82%,0.26%,0.62%,5.84%,-4.44%,24.09%,53.47,,307.22,0.64%,3270,
"RYI","Ryerson Holding Corporation","Industrials","Metal Fabrication",1064.26,6.26,1.16%,15.18%,1.80%,38.47,3.00%,-0.43%,94.10%,0.44%,3.86%,5.70%,-7.01%,20.10%,19.84%,65.07%,176.83%,102.35%,1.60,5.13%,3.70%,14.15%,50.29%,-8.19%,171.02%,58.63,3.00,27.59,-0.04%,196710,20.00
"RYJ","Invesco Raymond James SB-1 Equity ETF","Financial","Exchange Traded Fund",,,0.23%,,,,,,,,,,-0.39%,4.59%,11.94%,8.80%,43.60%,28.40%,,0.45%,1.96%,5.64%,9.32%,-0.45%,42.49%,65.02,,65.60,0.31%,534,
"RYLD","Global X Russell 2000 Covered Call ETF","Financial","Exchange Traded Fund",,,10.76%,,,,,,,,,,0.16%,1.91%,2.07%,3.63%,16.00%,13.62%,,0.48%,1.19%,1.72%,3.40%,-0.12%,16.73%,63.97,,25.68,0.08%,594751,
"RYN","Rayonier Inc.","Real Estate","REIT - Specialty",5589.58,36.79,2.76%,-5.90%,8.60%,141.78,0.50%,-24.44%,92.10%,0.23%,2.63%,24.50%,-0.89%,5.30%,6.21%,3.33%,43.27%,33.22%,0.96,2.51%,4.97%,7.79%,11.44%,-1.55%,48.61%,64.05,3.20,40.14,2.55%,752078,36.75
"RYT","Invesco S&P 500 Equal Weight Technology ETF","Financial","Exchange Traded Fund",,,0.87%,,,,,,,,,,-0.01%,6.79%,7.46%,18.42%,37.87%,25.53%,,0.92%,3.75%,6.75%,12.49%,0.19%,39.78%,70.83,,321.26,0.93%,18202,
"RYTM","Rhythm Pharmaceuticals, Inc.","Healthcare","Biotechnology",682.14,,,-45.40%,,50.25,2.98%,0.00%,97.82%,4.67%,7.89%,,-1.12%,16.98%,1.61%,-41.30%,-40.03%,-55.50%,1.24,5.03%,1.83%,1.27%,-33.17%,-70.87%,17.76%,49.41,2.60,12.60,-4.76%,351207,36.00
"RYU","Invesco S&P 500 Equal Weight Utilities ETF","Financial","Exchange Traded Fund",,,2.67%,,,,,,,,,,2.12%,1.89%,-3.61%,0.90%,2.03%,7.35%,,0.95%,0.39%,0.85%,1.57%,-5.01%,14.52%,53.71,,106.94,-0.43%,69700,
"RZG","Invesco S&P SmallCap 600 Pure Growth ETF","Financial","Exchange Traded Fund",,,0.28%,,,,,,,,,,-0.99%,8.28%,10.22%,13.56%,44.82%,27.09%,,0.58%,3.65%,6.93%,9.48%,-1.13%,44.54%,67.89,,176.93,0.85%,2345,
"RZLT","Rezolute, Inc.","Healthcare","Biotechnology",52.76,,,42.20%,,8.35,44.84%,,31.30%,14.58%,0.37%,,-6.63%,-6.77%,-40.15%,-6.20%,-68.06%,-48.29%,3.56,4.81%,-7.61%,-19.61%,-35.52%,-71.43%,2.39%,28.91,1.60,6.00,-3.23%,33325,25.40
"RZV","Invesco S&P SmallCap 600 Pure Value ETF","Financial","Exchange Traded Fund",,,0.57%,,,,,,,,,,-1.47%,6.22%,14.46%,11.03%,73.72%,55.75%,,1.62%,2.86%,7.04%,12.67%,-2.29%,70.47%,60.57,,103.31,-0.30%,6152,
"S","SentinelOne, Inc.","Technology","Software - Infrastructure",18180.14,,,,,120.52,0.40%,174.45%,,,9.73%,,2.38%,20.09%,52.17%,,,68.35%,,6.80%,10.67%,18.26%,29.91%,-4.89%,87.01%,61.11,2.00,74.69,4.39%,1292928,76.00
"SA","Seabridge Gold Inc.","Basic Materials","Gold",1556.66,,,-4.30%,,77.11,28.80%,0.00%,42.10%,0.67%,4.89%,,7.09%,14.35%,15.39%,7.77%,2.64%,-3.94%,1.00,2.80%,6.70%,14.28%,13.33%,-12.07%,34.72%,68.15,2.00,20.10,-0.69%,247762,
"SABR","Sabre Corporation","Technology","Information Technology Services",3017.25,,,-49.10%,-14.70%,322.72,0.80%,-3.96%,,0.94%,15.72%,-52.20%,-10.40%,-24.92%,-12.11%,-30.42%,-2.95%,-23.29%,2.03,4.76%,-11.82%,-18.57%,-29.38%,-46.74%,0.90%,33.63,2.80,8.99,-2.49%,8101580,11.50
"SABS","SAB Biotherapeutics, Inc.","Healthcare","Biotechnology",418.41,32.50,,,,43.47,35.30%,-0.00%,21.10%,-3.15%,0.04%,,12.84%,-6.04%,-4.62%,-4.24%,,-6.50%,,13.32%,10.24%,2.13%,-0.54%,-24.03%,34.25%,54.71,1.30,9.80,3.27%,170894,19.17
"SACH","Sachem Capital Corp.","Real Estate","REIT - Mortgage",174.28,14.71,8.09%,15.20%,46.00%,27.97,1.40%,1.41%,14.50%,-1.73%,0.48%,51.40%,2.60%,2.07%,21.52%,15.37%,48.62%,42.55%,1.25,3.02%,5.14%,10.16%,18.42%,-3.78%,53.90%,67.36,1.30,6.11,3.04%,636965,7.06
"SAFE","Safehold Inc.","Real Estate","REIT - Diversified",4131.48,57.74,0.93%,31.80%,53.00%,53.50,64.20%,3.00%,31.80%,-1.77%,4.20%,77.90%,-2.84%,-2.17%,-18.06%,5.34%,9.67%,0.61%,-0.30,2.23%,-3.00%,-4.41%,-6.20%,-23.90%,13.29%,37.70,2.20,72.52,-0.56%,108519,98.00
"SAFM","Sanderson Farms, Inc.","Consumer Defensive","Packaged Foods",4186.10,14.01,0.94%,-16.10%,4.90%,22.02,1.50%,0.00%,82.90%,1.01%,5.81%,8.50%,-0.73%,0.23%,-3.92%,8.65%,41.67%,41.55%,0.68,1.30%,-0.67%,-0.71%,6.87%,-6.40%,49.10%,43.55,2.80,187.20,0.04%,201931,199.17
"SAFT","Safety Insurance Group, Inc.","Financial","Insurance - Property & Casualty",1222.18,7.97,4.44%,64.00%,1.10%,14.98,0.30%,-12.72%,81.40%,1.83%,1.09%,17.50%,0.73%,1.64%,-2.04%,-4.86%,8.83%,4.11%,0.28,2.13%,0.48%,1.10%,-0.52%,-8.32%,13.96%,50.93,,80.66,-0.54%,54047,
"SAGE","Sage Therapeutics, Inc.","Healthcare","Biotechnology",2429.63,3.55,,39.90%,,58.82,1.10%,8.79%,88.70%,2.41%,5.13%,57.30%,-6.69%,-7.79%,-3.04%,-43.23%,-47.89%,-52.10%,1.73,4.44%,-1.66%,-5.27%,-30.47%,-57.54%,6.77%,44.00,2.20,41.77,0.80%,289805,75.15
"SAH","Sonic Automotive, Inc.","Consumer Cyclical","Auto & Truck Dealerships",2105.25,7.13,0.94%,-21.90%,0.30%,41.56,25.82%,0.00%,80.80%,-1.47%,21.15%,4.00%,-0.43%,-1.67%,2.07%,2.13%,27.26%,32.90%,2.36,3.66%,0.38%,-1.90%,3.66%,-11.34%,38.08%,48.86,2.10,51.42,0.31%,165804,73.29
"SAIA","Saia, Inc.","Industrials","Trucking",8920.57,41.76,,19.20%,8.30%,26.33,0.20%,-18.66%,,-2.10%,3.92%,13.40%,-2.34%,31.43%,40.42%,46.75%,105.88%,90.13%,1.34,3.62%,14.14%,31.06%,52.22%,-0.54%,116.68%,75.16,2.50,357.82,4.09%,278511,325.15
"SAIC","Science Applications International Corporation","Technology","Information Technology Services",5088.77,18.32,1.66%,7.60%,10.30%,57.90,0.30%,0.00%,79.00%,0.58%,1.16%,6.60%,-1.61%,-1.31%,4.08%,0.34%,0.20%,-5.98%,0.84,1.78%,-2.35%,0.03%,-1.07%,-15.64%,12.93%,44.68,2.20,87.69,-1.45%,176104,101.00
"SAIL","SailPoint Technologies Holdings, Inc.","Technology","Software - Infrastructure",5404.54,,,30.60%,30.80%,93.03,1.70%,-19.17%,,0.37%,9.80%,-13.30%,21.05%,28.12%,35.30%,32.47%,35.42%,10.73%,1.84,3.39%,16.62%,23.61%,17.93%,-9.00%,49.77%,76.18,1.80,58.41,-0.92%,745808,68.20
"SAL","Salisbury Bancorp, Inc.","Financial","Banks - Regional",157.67,10.44,2.25%,6.80%,4.60%,2.82,5.60%,-0.26%,22.60%,-1.67%,0.27%,91.00%,5.78%,7.13%,9.34%,18.23%,49.28%,47.92%,0.81,1.41%,1.65%,4.08%,15.04%,-5.09%,53.39%,53.85,1.00,54.10,-1.87%,1554,59.00
"SALM","Salem Media Group, Inc.","Communication Services","Broadcasting",93.98,3.21,,-46.30%,-2.30%,26.87,0.10%,-87.94%,15.30%,-2.68%,5.57%,17.10%,-14.73%,-5.44%,36.93%,75.53%,247.11%,217.31%,1.29,15.04%,-13.07%,-5.16%,21.87%,-51.47%,252.13%,44.04,1.50,3.31,0.30%,265263,5.12
"SAM","The Boston Beer Company, Inc.","Consumer Defensive","Beverages - Brewers",5671.15,60.59,,15.00%,12.60%,12.28,1.40%,-40.09%,85.60%,-3.17%,11.00%,7.30%,-3.79%,-7.50%,-24.68%,-55.45%,-49.55%,-52.43%,0.68,3.49%,-2.14%,-5.49%,-44.64%,-64.00%,4.89%,43.41,2.60,485.93,2.74%,277213,604.43
"SAMG","Silvercrest Asset Management Group Inc.","Financial","Asset Management",240.86,14.03,4.08%,9.10%,7.50%,9.67,9.71%,0.00%,72.50%,-0.85%,0.43%,19.50%,0.91%,6.79%,4.25%,21.49%,34.08%,20.09%,0.70,3.15%,1.59%,3.81%,7.47%,-6.51%,34.77%,56.30,1.50,16.51,-1.02%,7735,21.44
"SAN","Banco Santander, S.A.","Financial","Banks - Diversified",62671.25,8.94,0.83%,-27.50%,-4.40%,17312.50,21.00%,0.00%,2.00%,3.33%,0.04%,54.00%,-3.47%,-7.18%,-2.16%,-11.49%,35.58%,18.69%,1.31,1.52%,-5.05%,-3.33%,-3.10%,-17.58%,33.70%,39.88,4.00,3.61,-0.28%,2326574,4.24
"SANA","Sana Biotechnology, Inc.","Healthcare","Biotechnology",4008.15,,,,,181.83,1.30%,-5.49%,76.30%,2.89%,4.90%,,-1.70%,3.17%,2.68%,6.35%,,-38.89%,,5.19%,-0.97%,-3.57%,-11.23%,-52.65%,31.26%,47.28,2.20,21.12,-1.54%,1459310,37.50
"SAND","Sandstorm Gold Ltd.","Basic Materials","Gold",1367.83,46.87,,1.37%,,194.57,1.34%,0.00%,50.93%,,2.85%,,4.46%,6.68%,5.40%,-17.68%,-7.98%,-1.95%,,3.09%,3.89%,8.38%,-3.98%,-26.32%,25.87%,60.79,2.20,6.86,-2.42%,1028692,6.35
"SANM","Sanmina Corporation","Technology","Electronic Components",2615.98,10.08,,-14.80%,1.80%,65.43,0.20%,-14.91%,98.60%,-0.36%,2.54%,4.20%,-5.92%,2.15%,6.57%,-3.61%,25.14%,26.59%,1.05,2.93%,-0.02%,0.66%,0.76%,-9.24%,29.45%,48.99,2.20,39.60,-1.91%,400269,48.00
"SANW","S&W Seed Company","Consumer Defensive","Farm Products",131.18,,,52.38%,-2.60%,36.77,3.20%,0.00%,69.30%,0.89%,0.46%,-23.30%,-4.34%,17.79%,5.08%,-10.54%,45.81%,12.97%,0.99,12.25%,-9.58%,8.27%,-4.09%,-28.48%,55.92%,46.55,2.00,3.29,-0.60%,33460,5.08
"SAP","SAP SE","Technology","Software - Application",177980.46,25.51,1.55%,11.20%,5.60%,1180.00,25.50%,0.00%,4.50%,-0.04%,0.17%,21.30%,-4.92%,-3.18%,-5.06%,2.45%,17.51%,8.43%,1.08,1.03%,-2.20%,-0.36%,2.41%,-6.09%,22.96%,44.54,2.30,142.26,0.62%,472849,160.00
"SAR","Saratoga Investment Corp.","Financial","Asset Management",324.62,7.14,7.30%,-8.70%,13.90%,11.18,6.50%,0.00%,19.90%,1.66%,0.70%,24.30%,-3.00%,-2.90%,4.63%,16.23%,44.30%,36.69%,1.65,1.11%,-1.06%,-0.43%,8.80%,-5.02%,45.32%,45.06,1.50,28.73,0.81%,14183,30.38
"SASR","Sandy Spring Bancorp, Inc.","Financial","Banks - Regional",2304.70,9.70,2.54%,3.50%,21.80%,46.90,0.50%,-9.00%,71.20%,2.40%,1.81%,,-1.14%,6.32%,17.30%,8.47%,74.81%,56.29%,1.07,2.77%,3.36%,8.92%,15.55%,-1.04%,83.75%,63.53,2.20,50.66,0.70%,283624,51.75
"SATS","EchoStar Corporation","Technology","Communication Equipment",2500.30,18.38,,-18.90%,0.40%,88.46,0.80%,0.00%,95.50%,-0.66%,19.50%,10.70%,14.52%,17.54%,21.01%,15.58%,16.30%,41.06%,0.71,3.96%,13.85%,14.05%,16.60%,-5.18%,48.35%,70.40,2.30,29.30,-1.97%,512817,46.50
"SAVA","Cassava Sciences, Inc.","Healthcare","Biotechnology",2549.29,,,35.40%,,39.95,1.90%,0.00%,28.90%,5.02%,30.30%,,-32.38%,21.78%,-42.16%,29.52%,622.94%,787.24%,0.50,14.48%,3.81%,10.85%,-2.77%,-57.79%,820.75%,49.50,2.00,61.69,1.95%,3005978,159.25
"SAVE","Spirit Airlines, Inc.","Industrials","Airlines",2627.22,,,-27.00%,-3.30%,108.40,0.10%,0.92%,62.80%,-2.00%,7.82%,-15.70%,-4.60%,-0.62%,-1.85%,-33.18%,20.93%,-2.41%,1.52,3.30%,-1.65%,-6.56%,-24.55%,-43.49%,17.61%,42.36,2.50,23.04,-3.44%,4898676,32.70
