"Ticker","Company","Sector","Industry","Market Cap","P/E","Dividend Yield","EPS growth past 5 years","Sales growth past 5 years","Shares Outstanding","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Operating Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Analyst Recom","Price","Change","Volume","Target Price"
"PRPH","ProPhase Labs, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic",98.78,,,-9.50%,42.00%,15.44,15.00%,1.46%,11.40%,1.30%,1.33%,-13.80%,9.22%,6.62%,17.16%,24.60%,-37.11%,-28.21%,-0.11,4.69%,1.09%,6.05%,1.08%,-11.62%,22.45%,-60.74%,42.78%,52.19,2.00,6.00,-4.46%,17525,8.50
"PRPL","Purple Innovation, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances",716.72,,,,,66.33,0.50%,-4.73%,,8.09%,9.15%,2.10%,-10.88%,-46.53%,-57.70%,-63.55%,-65.39%,-68.67%,1.21,6.15%,-31.50%,-46.04%,-62.67%,-57.11%,-3.03%,-75.85%,-3.03%,11.50,1.70,9.92,-3.88%,1405989,20.85
"PRPO","Precipio, Inc.","Healthcare","Diagnostics & Research",45.14,,,70.90%,25.90%,22.71,3.40%,-11.97%,11.40%,-5.45%,0.95%,-98.10%,4.86%,-17.80%,-42.43%,-42.26%,-13.78%,-6.28%,2.40,8.05%,-14.51%,-24.61%,-37.29%,-40.78%,1.67%,-80.07%,6.40%,33.31,2.00,1.83,-5.67%,1110834,7.00
"PRQR","ProQR Therapeutics N.V.","Healthcare","Biotechnology",529.57,,,-0.80%,23.90%,68.26,2.29%,0.00%,62.70%,2.87%,1.78%,,-5.87%,-8.55%,5.69%,15.36%,79.19%,68.10%,0.34,5.07%,-13.17%,-13.33%,2.13%,-25.96%,1.36%,-28.86%,97.94%,32.02,1.60,6.73,-4.67%,255498,24.88
"PRSR","Prospector Capital Corp.","Financial","Shell Companies",397.96,,,,,40.62,0.55%,0.00%,70.40%,8.41%,0.08%,,0.26%,0.31%,1.19%,0.57%,,-4.63%,,0.24%,-0.05%,0.07%,0.10%,-0.31%,0.62%,-18.67%,2.52%,49.63,,9.76,-0.26%,587268,
"PRSRU","Prospector Capital Corp.","Financial","Shell Companies",,,,,,,,,29.59%,,0.01%,,0.32%,0.57%,1.54%,0.32%,,-5.35%,,0.35%,-0.15%,0.14%,-0.83%,-0.59%,0.91%,-17.64%,1.32%,49.00,,9.99,-0.51%,9545,
"PRT","PermRock Royalty Trust","Energy","Oil & Gas Equipment & Services",86.98,14.75,7.37%,,,12.17,0.07%,0.00%,48.80%,-0.73%,0.58%,88.80%,3.95%,-0.14%,7.12%,2.06%,119.68%,165.13%,1.54,3.44%,-6.77%,-6.43%,1.63%,-18.75%,5.18%,-18.75%,157.94%,38.79,3.00,6.50,-6.07%,41636,2.00
"PRTA","Prothena Corporation plc","Healthcare","Biotechnology",2172.00,48.50,,-0.90%,-11.90%,45.63,0.05%,-92.32%,89.50%,1.49%,7.23%,37.50%,-15.01%,-9.39%,-25.28%,78.34%,343.02%,317.57%,1.21,7.14%,-16.21%,-25.31%,1.52%,-41.50%,1.15%,-41.50%,335.17%,32.59,1.60,46.65,-6.98%,437214,82.22
"PRTG","Portage Biotech Inc.","Healthcare","Biotechnology",211.23,,,10.70%,,12.07,16.90%,0.00%,5.90%,-19.12%,2.66%,,-17.11%,-27.79%,-27.47%,-51.72%,17.85%,-24.81%,,9.53%,-33.34%,-33.43%,-45.34%,-43.77%,-6.06%,-70.01%,3.77%,18.58,2.00,13.49,-8.42%,68053,35.00
"PRTH","Priority Technology Holdings, Inc.","Technology","Software - Infrastructure",469.84,,,201.60%,,71.98,59.80%,0.04%,12.70%,123.39%,0.74%,3.80%,10.24%,22.35%,7.13%,-16.65%,32.38%,-8.24%,0.26,8.58%,2.29%,4.11%,-6.33%,-19.75%,28.05%,-33.65%,28.05%,54.89,2.00,6.30,-2.48%,40759,13.67
"PRTK","Paratek Pharmaceuticals, Inc.","Healthcare","Biotechnology",218.76,,,12.60%,,49.21,6.20%,-5.89%,52.10%,-0.78%,7.76%,-29.60%,-9.64%,-15.94%,-24.10%,-57.20%,-31.83%,-32.59%,1.45,4.88%,-17.17%,-17.57%,-37.43%,-24.91%,0.25%,-63.77%,0.25%,25.03,1.50,4.07,-3.55%,290023,21.50
"PRTS","CarParts.com, Inc.","Consumer Cyclical","Internet Retail",681.71,,,-29.60%,8.80%,52.26,6.00%,-7.80%,82.10%,3.56%,20.68%,-1.40%,-6.64%,-18.78%,-28.37%,-29.19%,-17.92%,-0.16%,2.56,5.82%,-14.06%,-17.13%,-25.19%,-29.78%,2.59%,-47.29%,5.96%,25.71,2.00,12.26,-0.89%,1345242,26.00
"PRTY","Party City Holdco Inc.","Consumer Cyclical","Specialty Retail",677.65,,,-4.02%,-4.20%,112.04,2.50%,-1.50%,71.90%,-4.33%,7.82%,-1.40%,-14.86%,-24.35%,-19.24%,-41.11%,20.09%,-10.57%,3.67,7.69%,-24.97%,-28.43%,-31.73%,-43.65%,-3.35%,-53.08%,19.86%,32.31,3.00,5.19,-5.64%,4387913,9.00
"PRU","Prudential Financial, Inc.","Financial","Insurance - Life",39641.09,5.58,4.50%,-16.10%,-0.10%,383.80,0.10%,-19.01%,58.70%,-1.89%,1.16%,12.60%,-4.86%,-7.08%,-3.42%,-5.34%,35.23%,30.99%,1.61,2.27%,-8.47%,-8.12%,-2.06%,-13.39%,2.85%,-13.39%,34.15%,28.95,2.70,100.05,-2.16%,2121998,112.73
"PRVA","Privia Health Group, Inc.","Healthcare","Health Information Services",2562.48,,,,,102.74,0.30%,-97.04%,50.80%,-6.70%,5.38%,,-17.47%,-10.12%,-22.51%,-32.83%,,-33.53%,,7.24%,-21.13%,-12.58%,-32.12%,-31.81%,9.52%,-56.04%,9.52%,32.78,1.70,22.32,-3.38%,998030,44.57
"PRVB","Provention Bio, Inc.","Healthcare","Biotechnology",454.78,,,,,63.38,19.02%,0.04%,35.80%,-4.24%,4.65%,,-3.90%,10.22%,2.83%,-4.30%,-56.27%,-59.27%,2.83,7.22%,4.22%,7.48%,-12.56%,-9.97%,15.83%,-65.34%,24.33%,54.60,2.00,6.95,0.72%,533662,15.64
"PSA","Public Storage","Real Estate","REIT - Industrial",58119.77,39.13,2.44%,0.70%,4.10%,174.93,0.20%,-14.13%,80.00%,-1.38%,2.03%,49.60%,-0.55%,-1.44%,1.16%,13.68%,45.85%,41.77%,0.21,2.21%,-1.35%,1.86%,10.89%,-4.49%,11.40%,-4.49%,53.44%,47.84,2.70,325.63,-0.53%,636637,354.36
"PSAGU","Property Solutions Acquisition Corp. II","Financial","Shell Companies",,,,,,,,,55.31%,,0.03%,,0.10%,0.71%,0.51%,0.40%,,0.61%,,0.34%,-0.33%,0.09%,-0.34%,-0.80%,1.33%,-1.69%,1.96%,47.45,,9.90,-0.50%,975,
"PSB","PS Business Parks, Inc.","Real Estate","REIT - Diversified",4847.78,31.70,2.40%,12.40%,2.20%,27.54,0.50%,-21.57%,72.50%,0.51%,2.15%,44.40%,-2.08%,-1.41%,11.43%,10.05%,32.93%,31.86%,0.52,2.02%,-1.77%,1.74%,9.90%,-4.08%,13.08%,-4.08%,36.84%,46.21,3.20,174.47,-0.42%,113052,162.00
"PSC","Principal U.S. Small-Cap Multi-Factor ETF","Financial","Exchange Traded Fund",,,1.16%,,,,,,,,,,-6.44%,-1.11%,-2.10%,-2.76%,35.50%,26.29%,,0.96%,-7.67%,-4.96%,-2.00%,-13.08%,1.12%,-13.08%,31.53%,27.71,,45.05,-1.76%,33211,
"PSCC","Invesco S&P SmallCap Consumer Staples ETF","Financial","Exchange Traded Fund",,,1.59%,,,,,,,,,,-5.32%,1.73%,2.04%,-3.14%,20.77%,17.98%,,0.79%,-4.87%,-1.15%,-0.60%,-7.03%,6.33%,-7.94%,19.80%,36.68,,102.24,-0.44%,1706,
"PSCD","Invesco S&P SmallCap Consumer Discretionary ETF","Financial","Exchange Traded Fund",,,0.31%,,,,,,,,,,-8.37%,-0.10%,-3.75%,-10.89%,39.36%,34.92%,,1.43%,-8.18%,-4.78%,-4.66%,-11.17%,0.69%,-14.43%,40.68%,34.01,,107.89,-1.82%,5763,
"PSCE","Invesco S&P SmallCap Energy ETF","Financial","Exchange Traded Fund",,,0.28%,,,,,,,,,,-4.85%,-12.93%,8.59%,-11.74%,78.54%,61.05%,,3.51%,-15.64%,-15.61%,-5.68%,-23.19%,3.39%,-23.19%,71.61%,29.83,,6.71,-5.09%,762382,
"PSCF","Invesco S&P SmallCap Financials ETF","Financial","Exchange Traded Fund",,,2.06%,,,,,,,,,,-5.58%,-3.20%,2.28%,-0.51%,24.07%,20.03%,,0.83%,-7.30%,-4.74%,-0.88%,-9.85%,5.30%,-9.85%,26.01%,27.99,,57.78,-1.66%,7106,
"PSCH","Invesco S&P SmallCap Health Care ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-7.23%,-5.55%,-9.76%,-6.16%,11.86%,1.51%,,1.38%,-9.28%,-7.70%,-9.15%,-12.95%,-1.52%,-15.39%,9.67%,20.86,,169.12,-1.93%,8692,
"PSCI","Invesco S&P SmallCap Industrials ETF","Financial","Exchange Traded Fund",,,0.63%,,,,,,,,,,-7.85%,0.22%,0.07%,-2.31%,24.61%,19.28%,,1.06%,-6.93%,-2.43%,0.24%,-9.42%,6.14%,-9.42%,26.32%,32.29,,94.33,-0.81%,1948,
"PSCT","Invesco S&P SmallCap Information Technology ETF","Financial","Exchange Traded Fund",,,0.04%,,,,,,,,,,-3.77%,1.74%,-0.94%,7.25%,32.71%,19.15%,,1.29%,-4.11%,-0.19%,3.34%,-7.16%,5.73%,-7.16%,31.46%,41.14,,145.20,-0.51%,4319,
"PSCU","Invesco S&P SmallCap Utilities & Communication Services ETF","Financial","Exchange Traded Fund",,,1.04%,,,,,,,,,,-5.37%,-2.41%,-3.98%,-1.78%,27.87%,19.68%,,0.54%,-6.04%,-4.92%,-3.25%,-8.07%,-0.49%,-8.07%,23.34%,28.45,,63.55,-1.50%,13966,
"PSEC","Prospect Capital Corporation","Financial","Asset Management",3304.95,7.09,8.43%,-6.34%,,387.00,27.75%,0.00%,9.47%,,,,-4.58%,4.27%,7.56%,-2.40%,59.93%,57.86%,,1.70%,-2.67%,1.87%,4.15%,-6.29%,10.40%,-8.22%,60.19%,43.82,4.00,8.49,-0.59%,2123076,7.00
"PSEP","Innovator S&P 500 Power Buffer ETF - September","Financial","Exchange Traded Fund",,,,,,,,,,,,,-1.19%,-0.52%,0.49%,1.76%,8.54%,6.75%,,0.35%,-1.69%,-0.47%,1.05%,-2.24%,2.49%,-2.24%,7.83%,35.22,,29.62,-0.62%,27197,
"PSET","Principal Quality ETF","Financial","Exchange Traded Fund",,,1.00%,,,,,,,,,,-2.78%,-0.91%,-0.54%,10.36%,29.52%,20.14%,,0.54%,-2.53%,0.11%,6.39%,-4.23%,6.46%,-4.23%,24.08%,40.40,,56.38,-0.65%,5343,
"PSF","Cohen & Steers Select Preferred and Income Fund, Inc.","Financial","Closed-End Fund - Debt",336.34,,6.72%,,,12.02,,,14.85%,,,,-1.17%,-4.37%,-11.42%,-4.31%,6.06%,-0.39%,,1.32%,-2.90%,-2.11%,-4.60%,-6.01%,1.14%,-13.82%,6.54%,34.45,,28.01,0.07%,13391,
"PSFE","Paysafe Limited","Technology","Information Technology Services",2694.48,,,,,723.71,25.52%,0.00%,50.90%,-6.16%,2.42%,,-8.79%,-53.46%,-57.09%,-70.12%,-65.40%,-75.96%,,6.78%,-35.25%,-48.82%,-68.04%,-59.34%,-1.29%,-82.42%,-1.29%,20.46,1.70,3.44,-5.23%,14327828,6.62
"PSHG","Performance Shipping Inc.","Industrials","Marine Shipping",25.15,,8.33%,-39.70%,-7.50%,5.03,56.91%,0.00%,3.00%,-33.16%,0.44%,-34.00%,9.09%,-8.05%,1.27%,3.67%,-11.76%,5.03%,0.79,6.82%,-12.04%,-18.92%,-17.40%,-30.49%,0.47%,-45.46%,5.47%,37.48,2.00,4.24,-11.67%,25733,11.00
"PSI","Invesco Dynamic Semiconductors ETF","Financial","Exchange Traded Fund",,,0.14%,,,,,,,,,,-1.22%,9.87%,14.27%,19.94%,53.00%,42.26%,,2.09%,-0.27%,8.28%,17.52%,-4.42%,21.41%,-4.42%,52.12%,56.10,,148.97,-0.20%,66306,
"PSJ","Invesco Dynamic Software ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-2.06%,-8.08%,-8.78%,-10.94%,-0.61%,-8.67%,,1.63%,-9.37%,-9.10%,-14.09%,-13.30%,-3.56%,-28.15%,-2.01%,29.50,,134.74,-4.09%,13068,
"PSK","SPDR ICE Preferred Securities ETF","Financial","Exchange Traded Fund",,,5.09%,,,,,,,,,,-0.21%,-2.54%,-3.16%,-3.23%,-4.00%,-4.82%,,0.44%,-1.34%,-2.00%,-2.77%,-3.96%,0.56%,-5.04%,0.56%,30.32,,42.20,-0.17%,135659,
"PSL","Invesco DWA Consumer Staples Momentum ETF","Financial","Exchange Traded Fund",,,0.92%,,,,,,,,,,-4.54%,-4.40%,-6.12%,-9.97%,3.39%,-0.01%,,0.53%,-6.97%,-6.29%,-8.13%,-9.82%,-1.82%,-13.86%,2.12%,24.75,,84.87,-2.03%,1684,
"PSLV","Sprott Physical Silver Trust","Financial","Exchange Traded Fund",1970.92,,,,,247.60,,,,,,,-5.35%,-4.78%,-5.24%,-21.11%,1.27%,-14.78%,,1.59%,-8.15%,-5.69%,-13.32%,-12.53%,3.89%,-30.05%,3.89%,28.49,,7.75,-2.64%,5208190,
"PSMB","Invesco Balanced Multi-Asset Allocation ETF","Financial","Exchange Traded Fund",,,1.90%,,,,,,,,,,-2.10%,-0.94%,-1.23%,1.88%,13.57%,10.91%,,0.56%,-2.34%,-0.91%,1.50%,-3.35%,2.13%,-3.35%,13.07%,33.26,,16.77,-0.24%,6469,
"PSMC","Invesco Conservative Multi-Asset Allocation ETF","Financial","Exchange Traded Fund",,,2.60%,,,,,,,,,,-0.70%,-0.63%,-0.94%,0.67%,3.37%,2.78%,,0.60%,-0.76%,-0.24%,0.73%,-4.41%,1.10%,-4.41%,4.34%,41.82,,13.84,0.07%,2061,
"PSMG","Invesco Growth Multi-Asset Allocation ETF","Financial","Exchange Traded Fund",,,1.83%,,,,,,,,,,-2.72%,-1.41%,-1.17%,2.18%,18.68%,14.66%,,0.75%,-3.30%,-1.49%,1.59%,-5.19%,2.39%,-5.19%,17.14%,33.40,,18.45,-0.65%,3222,
"PSMT","PriceSmart, Inc.","Consumer Defensive","Discount Stores",2201.80,22.57,0.98%,1.70%,4.50%,30.42,13.30%,-11.44%,90.30%,-0.45%,1.24%,4.40%,-11.61%,-0.32%,-15.23%,-21.04%,-11.76%,-21.26%,0.86,2.69%,-7.44%,-8.08%,-17.72%,-13.89%,1.34%,-32.28%,1.34%,32.40,3.00,71.04,-0.95%,84686,103.00
"PSN","Parsons Corporation","Industrials","Specialty Industrial Machinery",3432.18,63.10,,1.30%,4.00%,102.48,0.10%,40.87%,,-1.55%,3.09%,3.50%,-6.43%,-4.19%,-6.32%,-15.95%,1.50%,-8.84%,,2.53%,-8.04%,-6.86%,-13.40%,-12.12%,-0.82%,-27.02%,6.45%,28.77,2.20,32.85,-1.02%,345344,39.57
"PSNL","Personalis, Inc.","Healthcare","Biotechnology",623.84,,,,,44.51,1.90%,-28.25%,86.70%,-0.86%,3.14%,-68.70%,-3.76%,-30.94%,-36.02%,-37.30%,-50.78%,-62.99%,,7.35%,-23.67%,-29.20%,-40.76%,-39.74%,-1.43%,-75.55%,-1.43%,25.11,1.70,13.07,-3.54%,697316,32.00
"PSO","Pearson plc","Communication Services","Publishing",6042.01,16.10,3.35%,24.10%,-5.30%,753.20,1.90%,0.00%,1.40%,-7.75%,0.22%,8.90%,-5.07%,-2.78%,-23.98%,-32.01%,-6.50%,-12.31%,0.31,1.57%,-7.33%,-12.95%,-26.72%,-23.24%,-1.39%,-36.78%,-1.39%,29.63,2.00,7.83,-2.73%,835147,9.70
"PSP","Invesco Global Listed Private Equity ETF","Financial","Exchange Traded Fund",,,6.43%,,,,,,,,,,-3.44%,-4.21%,-3.86%,-1.87%,25.28%,16.54%,,0.95%,-5.54%,-2.69%,-0.85%,-7.61%,5.23%,-7.61%,21.60%,32.22,,15.48,-1.46%,167383,
"PSPC","Post Holdings Partnering Corporation","Financial","Shell Companies",,,,,,,,,6.55%,,,,0.04%,0.14%,1.07%,,,-0.98%,,0.28%,-0.02%,-0.03%,0.30%,-0.91%,1.04%,-4.60%,3.07%,49.86,,9.74,-0.14%,8228,
"PSQ","ProShares Short QQQ","Financial","Exchange Traded Fund",,,,,,,,,,,,,1.29%,-2.31%,-4.51%,-16.78%,-27.33%,-23.59%,,1.32%,2.10%,-2.46%,-10.60%,-10.04%,5.36%,-26.36%,5.36%,52.75,,11.20,1.73%,9310264,
"PSR","Invesco Active U.S. Real Estate Fund","Financial","Exchange Traded Fund",,,2.60%,,,,,,,,,,-1.47%,-0.38%,-0.36%,5.98%,28.71%,26.62%,,0.92%,-2.87%,-0.32%,4.99%,-4.58%,5.86%,-4.58%,31.31%,40.38,,108.53,-1.32%,7763,
"PST","ProShares UltraShort 7-10 Year Treasury","Financial","Exchange Traded Fund",,,,,,,,,,,,,-3.03%,-2.32%,1.27%,-4.25%,3.76%,3.43%,,0.80%,-2.30%,-2.38%,-2.85%,-4.44%,1.34%,-8.13%,3.37%,39.04,,15.93,-0.38%,145596,
"PSTG","Pure Storage, Inc.","Technology","Computer Hardware",8988.11,,,16.50%,30.80%,283.93,3.50%,-0.72%,84.70%,2.40%,6.90%,-12.20%,12.70%,15.30%,19.90%,61.30%,69.51%,36.97%,1.37,3.95%,7.29%,13.17%,35.89%,-5.92%,24.36%,-5.92%,82.43%,61.82,1.90,30.63,-1.10%,6589846,31.29
"PSTH","Pershing Square Tontine Holdings, Ltd.","Financial","Shell Companies",4025.95,,,,,200.00,,,56.50%,27.40%,0.59%,,0.00%,1.51%,2.18%,-19.07%,-22.49%,-27.27%,,0.59%,0.42%,1.15%,-10.63%,-1.28%,2.04%,-41.20%,2.61%,54.63,,20.05,-0.55%,1446412,
"PSTI","Pluristem Therapeutics Inc.","Healthcare","Biotechnology",87.29,,,9.50%,,32.00,9.90%,-10.03%,14.10%,1.29%,1.25%,,4.23%,2.26%,-10.26%,-27.15%,-73.19%,-61.67%,2.27,5.84%,-9.83%,-8.24%,-33.96%,-21.94%,2.05%,-78.99%,2.05%,38.69,2.00,2.49,-8.12%,161178,8.70
"PSTL","Postal Realty Trust, Inc.","Real Estate","REIT - Office",240.82,120.49,5.13%,,,13.41,7.88%,5.68%,73.70%,-2.32%,0.15%,15.10%,-2.09%,-10.71%,-11.25%,-14.95%,7.63%,2.78%,,2.85%,-7.54%,-7.88%,-7.75%,-16.53%,0.70%,-18.57%,13.57%,34.48,1.50,17.32,-0.17%,148857,21.25
"PSTV","Plus Therapeutics, Inc.","Healthcare","Biotechnology",23.92,,,,-51.80%,13.26,0.50%,57.86%,8.50%,-18.56%,0.95%,,2.74%,-21.05%,-23.08%,-41.86%,-29.58%,-25.74%,0.36,6.29%,-17.07%,-21.27%,-37.41%,-31.34%,-2.82%,-74.54%,-2.82%,24.74,2.00,1.38,-8.00%,228067,6.50
"PSTX","Poseida Therapeutics, Inc.","Healthcare","Biotechnology",414.43,,,,,62.30,1.20%,13.19%,46.50%,-5.93%,1.40%,,3.12%,8.42%,-19.56%,-15.24%,-40.14%,-36.65%,,6.46%,-1.95%,-0.65%,-20.36%,-15.52%,10.16%,-51.14%,10.16%,47.49,1.20,6.83,-1.73%,150638,29.50
"PSX","Phillips 66","Energy","Oil & Gas Refining & Marketing",32079.66,,5.20%,-26.00%,-8.30%,440.19,0.20%,0.00%,70.60%,-0.76%,2.41%,-2.90%,-4.18%,-7.50%,-2.70%,-22.82%,14.18%,-1.10%,1.64,3.12%,-8.64%,-9.98%,-13.19%,-18.74%,8.04%,-27.21%,12.49%,35.25,2.20,68.67,-0.72%,3925119,93.27
"PSXP","Phillips 66 Partners LP","Energy","Oil & Gas Midstream",8318.64,15.59,10.16%,10.40%,11.00%,228.34,74.43%,0.00%,17.40%,-1.20%,4.45%,15.30%,-4.41%,-6.77%,-3.66%,-16.75%,28.12%,30.41%,1.10,3.17%,-8.23%,-8.97%,-4.48%,-18.02%,2.02%,-18.76%,41.51%,34.82,2.60,34.26,-0.52%,380821,39.88
"PT","Pintec Technology Holdings Limited","Financial","Credit Services",32.84,,,,,42.78,1.07%,0.00%,0.50%,43.62%,6.31%,-71.80%,-5.20%,-14.73%,-21.29%,-14.74%,-22.49%,-21.70%,,3.78%,-10.28%,-18.79%,-26.97%,-42.82%,-0.97%,-74.76%,-0.72%,31.99,,0.75,-1.63%,183827,
"PTBD","Pacer Trendpilot US Bond ETF","Financial","Exchange Traded Fund",,,2.78%,,,,,,,,,,-1.12%,-1.41%,-3.94%,-3.59%,-2.21%,-3.41%,,0.60%,-1.45%,-1.72%,-3.14%,-3.84%,0.26%,-4.80%,0.26%,33.55,,26.55,-0.15%,327123,
"PTC","PTC Inc.","Technology","Software - Application",12875.65,27.27,,22.40%,3.00%,116.93,0.70%,-6.64%,88.50%,-0.27%,2.40%,17.80%,-5.48%,-13.95%,-16.77%,-16.20%,1.60%,-8.39%,1.24,3.88%,-8.25%,-10.32%,-17.53%,-19.97%,3.18%,-29.20%,3.18%,34.92,1.90,108.84,-0.68%,1131400,160.92
"PTCT","PTC Therapeutics, Inc.","Healthcare","Biotechnology",2588.94,,,-5.50%,59.60%,70.59,0.10%,-17.34%,,-1.37%,8.69%,-78.40%,-6.54%,-2.03%,-14.87%,-4.08%,-40.61%,-39.11%,0.89,4.30%,-9.57%,-6.53%,-17.00%,-18.77%,3.10%,-49.27%,3.10%,33.73,2.50,35.93,-3.31%,583372,52.40
"PTE","PolarityTE, Inc.","Healthcare","Biotechnology",37.50,,,25.10%,45.70%,81.28,4.60%,-2.39%,16.70%,-2.34%,0.94%,,-5.31%,-17.14%,-34.26%,-58.94%,-35.56%,-31.76%,0.91,7.60%,-20.02%,-24.34%,-50.81%,-40.67%,-1.11%,-77.64%,-1.11%,30.07,2.30,0.44,-4.09%,373103,2.25
"PTEN","Patterson-UTI Energy, Inc.","Energy","Oil & Gas Drilling",1656.98,,1.13%,-16.40%,-9.90%,188.97,4.11%,0.00%,83.20%,-1.05%,5.01%,-39.70%,-2.62%,-17.52%,-9.02%,-28.61%,63.81%,34.22%,2.97,5.22%,-16.94%,-20.92%,-16.51%,-31.49%,2.66%,-38.42%,58.27%,30.26,2.80,6.94,-1.70%,4401585,10.81
"PTEU","Pacer Trendpilot European Index ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-3.96%,-5.21%,-6.32%,-6.14%,13.20%,8.42%,,0.99%,-5.24%,-4.30%,-3.03%,-8.03%,0.17%,-8.06%,12.01%,28.01,,23.96,-0.25%,1007,
"PTF","Invesco DWA Technology Momentum ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-0.67%,2.06%,8.94%,23.93%,33.71%,23.06%,,2.41%,-6.54%,0.09%,9.60%,-10.71%,14.97%,-10.71%,38.36%,42.07,,166.49,-3.83%,73804,
"PTGX","Protagonist Therapeutics, Inc.","Healthcare","Biotechnology",1667.89,,,-13.60%,,47.99,1.20%,-2.42%,,-3.05%,7.97%,,-1.55%,7.89%,-30.68%,-2.52%,39.16%,66.77%,2.19,5.52%,-11.08%,6.71%,-11.43%,-18.84%,132.56%,-38.80%,141.64%,40.50,1.60,30.93,-8.00%,734106,59.00
"PTH","Invesco DWA Healthcare Momentum ETF","Financial","Exchange Traded Fund",,,,,,,,,,,,,-4.30%,-8.40%,-11.90%,-3.57%,0.72%,-6.47%,,1.63%,-8.63%,-8.88%,-9.34%,-16.31%,-1.78%,-24.50%,6.32%,22.93,,146.44,-2.19%,15082,
"PTICU","PropTech Investment Corporation II","Financial","Shell Companies",,,,,,,,,25.35%,,0.00%,,0.10%,0.90%,-0.69%,-7.72%,,-5.55%,,0.22%,-0.26%,-0.02%,-2.73%,-1.24%,1.17%,-10.46%,1.17%,45.89,,9.98,-0.65%,1,
"PTIN","Pacer Trendpilot International ETF","Financial","Exchange Traded Fund",,,0.74%,,,,,,,,,,-3.83%,-3.99%,-3.40%,-3.72%,12.60%,7.36%,,0.81%,-4.45%,-3.30%,-2.05%,-6.26%,1.54%,-6.26%,10.94%,29.40,,28.29,-0.32%,16261,
"PTIX","Protagenic Therapeutics, Inc.","Healthcare","Biotechnology",30.12,,,53.40%,,16.52,23.57%,0.00%,16.20%,39.21%,0.87%,,6.82%,0.00%,-10.90%,-18.26%,-87.84%,79.05%,,7.77%,-11.19%,-10.19%,-30.51%,-26.38%,4.85%,-75.29%,11.61%,41.04,,1.73,-7.98%,193973,4.00
"PTLC","Pacer Trendpilot US Large Cap ETF","Financial","Exchange Traded Fund",,,0.97%,,,,,,,,,,-2.41%,-0.65%,1.28%,8.99%,25.91%,22.64%,,0.76%,-3.30%,-0.38%,5.39%,-4.76%,5.62%,-4.76%,25.02%,37.47,,39.63,-1.24%,78934,
"PTLO","Portillo's Inc.","Consumer Cyclical","Restaurants",,,,,,,,,,,,,-1.69%,7.24%,,,,40.03%,,12.00%,-18.15%,-14.39%,-14.39%,-35.50%,44.75%,-35.50%,44.75%,47.36,,37.23,-8.64%,1105471,52.86
"PTMC","Pacer Trendpilot US Mid Cap ETF","Financial","Exchange Traded Fund",,,0.51%,,,,,,,,,,-3.31%,-1.68%,-0.76%,-0.22%,12.02%,9.30%,,0.66%,-4.03%,-2.36%,-0.61%,-5.21%,0.94%,-5.21%,11.54%,24.92,,35.28,-0.93%,40420,
"PTMN","Portman Ridge Finance Corporation","Financial","Closed-End Fund - Debt",,,,,,,,,,,,,0.86%,-0.12%,2.11%,3.43%,54.50%,29.42%,,1.81%,-0.81%,0.49%,4.61%,-5.08%,3.14%,-5.08%,54.06%,49.26,,24.65,-0.28%,54800,29.00
"PTN","Palatin Technologies, Inc.","Healthcare","Biotechnology",171.38,,,15.50%,,238.23,9.10%,0.00%,8.90%,-9.57%,3.46%,,101.95%,75.22%,48.94%,27.66%,62.04%,5.79%,0.99,10.66%,27.47%,30.20%,2.98%,-40.62%,72.73%,-56.15%,72.73%,56.71,1.30,0.57,-20.27%,18633115,2.33
"PTNQ","Pacer Trendpilot 100 ETF","Financial","Exchange Traded Fund",,,0.15%,,,,,,,,,,-0.96%,1.00%,1.88%,9.43%,15.74%,12.65%,,0.70%,-1.41%,1.00%,5.11%,-3.17%,5.52%,-3.17%,14.88%,45.47,,58.12,-0.99%,14037,
"PTNR","Partner Communications Company Ltd.","Communication Services","Telecom Services",1190.57,251.15,,18.80%,-5.00%,183.15,46.10%,0.00%,1.70%,-5.09%,0.00%,3.00%,-3.40%,28.14%,35.03%,33.31%,18.91%,17.36%,0.83,3.24%,20.55%,36.68%,44.79%,0.67%,68.62%,0.67%,72.07%,76.29,,6.74,7.43%,23693,
"PTOCU","Pine Technology Acquisition Corp.","Financial","Shell Companies",,,,,,,,,43.94%,,,,1.04%,1.31%,1.51%,,,0.90%,,0.32%,0.32%,0.64%,0.57%,-1.96%,1.67%,-1.96%,2.35%,53.25,,10.00,-0.60%,78738,
